timestamp,PREŠERNOV TRG-PETKOVŠKOVO NABREŽJE,POGAČARJEV TRG-TRŽNICA,KONGRESNI TRG-ŠUBIČEVA ULICA,CANKARJEVA UL.-NAMA,BREG,GRUDNOVO NABREŽJE-KARLOVŠKA C.,MIKLOŠIČEV PARK,BAVARSKI DVOR,TRG OF-KOLODVORSKA UL.,MASARYKOVA DDC,VILHARJEVA CESTA,PARK NAVJE-ŽELEZNA CESTA,TRG MDB,PARKIRIŠČE NUK 2-FF,AMBROŽEV TRG,GH ŠENTPETER-NJEGOŠEVA C.,ILIRSKA ULICA,TRŽAŠKA C.-ILIRIJA,TIVOLI,STARA CERKEV,KINO ŠIŠKA,ŠPICA,BARJANSKA C.-CENTER STAREJŠIH TRNOVO,ZALOŠKA C.-GRABLOVIČEVA C.,TRŽNICA MOSTE,ROŽNA DOLINA-ŠKRABČEVA UL.,DUNAJSKA C.-PS PETROL,PLEČNIKOV STADION,DUNAJSKA C.-PS MERCATOR,LIDL - VOJKOVA CESTA,ŠPORTNI CENTER STOŽICE,KOPRSKA ULICA,MERCATOR CENTER ŠIŠKA,CITYPARK,BTC CITY/DVORANA A,BTC CITY ATLANTIS,TRNOVO,P+R BARJE,P + R DOLGI MOST,BONIFACIJA,ANTONOV TRG,BRATOVŠEVA PLOŠČAD,BS4-STOŽICE,SAVSKO NASELJE 2-LINHARTOVA CESTA,SAVSKO NASELJE 1-ŠMARTINSKA CESTA,SITULA,ŠTEPANJSKO NASELJE 1-JAKČEVA ULICA,HOFER-KAJUHOVA,BRODARJEV TRG,PREGLOV TRG,LIDL-LITIJSKA CESTA,ŽIVALSKI VRT,CESTA NA ROŽNIK,ŠMARTINSKI PARK,POLJANSKA-POTOČNIKOVA,SREDNJA FRIZERSKA ŠOLA,POVŠETOVA-GRABLOVIČEVA,TRŽNICA KOSEZE,LIDL BEŽIGRAD,MERCATOR MARKET - CELOVŠKA C. 163,RAKOVNIK,ALEJA - CELOVŠKA CESTA,IKEA,KOPALIŠČE KOLEZIJA,VIŠKO POLJE,KOSEŠKI BAJER,DRAVLJE,ČRNUČE,STUDENEC,POLJE,ZALOG,LIDL - RUDNIK,PRUŠNIKOVA,POVŠETOVA - KAJUHOVA,SOSESKA NOVO BRDO,TEHNOLOŠKI PARK,VOJKOVA - GASILSKA BRIGADA,GERBIČEVA - ŠPORTNI PARK SVOBODA,DOLENJSKA C. - STRELIŠČE,ROŠKA - STRELIŠKA,LEK - VEROVŠKOVA,VOKA - SLOVENČEVA,SUPERNOVA LJUBLJANA - RUDNIK
2022-08-04 23:24:00,15,0,15,19,0,9,8,8,16,0,1,19,12,6,16,0,6,4,4,14,13,14,4,3,6,7,0,1,10,2,23,2,7,9,19,18,14,19,10,11,5,17,3,14,11,7,4,0,13,3,4,2,17,15,15,7,7,10,14,9,6,1,0,1,9,11,13,9,14,7,15,14,11,19,18,9,2,3,20,13,0,20,9
2022-08-05 00:24:00,15,8,15,19,0,9,8,8,16,0,1,19,12,6,16,0,6,6,4,12,13,14,4,3,5,7,0,2,11,2,23,1,7,9,19,18,14,19,10,11,13,17,3,14,11,8,4,0,13,3,4,2,6,15,15,7,6,10,14,10,6,1,0,1,8,11,13,10,14,7,15,14,11,19,18,9,2,2,20,13,8,20,9
2022-08-08 04:58:00,15,0,15,19,0,0,7,8,16,4,9,19,12,6,3,0,5,16,9,2,13,11,18,8,18,11,1,14,16,2,3,4,0,9,19,18,14,19,14,11,17,18,3,14,10,0,4,0,18,3,4,12,14,15,15,0,16,5,14,20,6,4,5,6,5,2,13,16,19,7,11,14,11,19,13,9,8,19,1,13,2,20,1
2022-08-08 05:58:00,15,0,15,19,0,0,7,8,16,4,9,19,12,6,3,0,5,5,9,2,13,11,18,8,17,11,0,14,16,2,3,4,0,9,19,18,14,19,14,11,17,18,3,14,10,0,4,0,18,3,4,12,14,15,15,0,16,5,14,20,6,4,5,6,6,2,13,16,19,7,11,14,11,19,13,9,8,19,1,13,2,20,1
2022-08-11 21:13:00,15,7,15,20,20,7,6,8,16,6,9,19,12,6,10,16,6,11,9,9,14,11,0,2,4,11,1,1,0,2,3,4,7,9,19,18,14,19,8,11,11,18,3,14,10,8,4,0,7,3,4,11,17,15,15,9,7,10,14,2,6,2,1,3,11,8,13,7,10,15,15,14,11,19,18,9,1,8,1,13,9,20,5
2022-08-11 22:13:00,15,4,15,20,20,7,6,8,16,6,9,19,12,6,10,16,6,12,9,9,14,11,3,2,5,11,1,0,0,2,3,4,7,9,19,18,14,19,8,11,5,18,3,14,10,8,4,0,7,3,4,11,17,15,15,9,7,10,14,2,6,2,1,4,11,8,13,7,11,15,15,14,11,19,18,9,1,9,1,13,9,20,5
2022-08-16 07:10:00,15,0,15,19,0,0,6,8,16,0,9,19,12,6,3,0,5,12,9,0,13,14,5,10,14,16,9,6,10,2,3,5,7,3,19,18,14,19,6,11,13,18,3,14,10,2,3,0,10,3,19,12,17,8,15,12,4,5,14,19,4,10,7,2,6,19,13,3,14,7,15,14,11,19,18,9,13,19,20,10,2,20,6
2022-08-16 08:10:00,15,0,15,19,0,0,6,8,16,0,9,19,12,6,3,0,5,12,9,2,13,14,5,10,14,16,9,6,9,2,3,5,7,3,19,18,14,19,6,11,13,18,3,14,10,2,3,0,10,3,19,12,17,8,15,12,0,5,14,19,4,10,7,2,6,19,13,3,14,7,15,14,11,19,18,9,13,19,20,10,2,20,6
2022-08-18 17:30:00,15,0,15,19,7,7,8,8,25,6,9,19,12,6,16,0,4,1,9,7,13,14,4,0,9,7,0,8,0,2,8,4,7,9,19,18,14,19,9,11,11,18,3,14,10,5,4,0,17,3,3,12,17,15,15,4,8,5,14,7,12,3,5,8,9,4,13,8,13,7,15,14,11,19,18,9,2,10,1,13,0,20,4
2022-08-18 18:27:00,15,0,15,19,5,7,8,8,25,6,9,19,12,6,16,0,4,1,9,7,13,14,4,1,8,7,0,8,0,2,8,4,7,9,19,18,14,19,10,11,11,18,3,14,10,7,4,0,17,3,3,12,17,15,15,4,8,5,14,7,12,3,5,8,6,3,13,8,13,7,15,14,11,19,18,9,2,11,1,13,0,20,4
